,Unnamed: 0,S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Day,Date-old,Islamic Date Old,coordinates,Islamic Month,Year,Weights
200,200,201,2009-09-26,<ummalqura.hijri_date.HijriDate object at 0x122cc2438>,Working Day,,7.00 am,bannu,32.9861,70.6042,kpk,outside Police Station in mundan area-Bannu,Police,High,Open,,Police,None,7.0,10.0,50.0,65,1.0,180Kg,,26.375,79.475,Saturday,Saturday-September 26-2009,7 SHawwal 1430 A.H,"(32.9861,70.6042)",10,2009,180
201,201,202,2009-09-26,<ummalqura.hijri_date.HijriDate object at 0x122cc2470>,Working Day,,11.35 am,peshawar,34.0043,71.5448,kpk,Fakhar e Alam Road- Saddar-infront of Askari bank,Bank,Low,Open,,Civilian,None,10.0,14.0,50.0,120,1.0,100 Kg,1. Lady Reading Hospital Pesh 2. CMH Peshwar,31.075,87.935,Saturday,Saturday-September 26-2009,7 SHawwal 1430 A.H,"(34.0043,71.5448)",10,2009,100
202,202,203,2009-09-28,<ummalqura.hijri_date.HijriDate object at 0x122cc24a8>,Working Day,,Monday Morning,bannu,32.935,70.6688,kpk,Bakakhel,Mobile,Low,Open,molvi abdul hakeem as goin to attend jirga-anti-talibanic cleric,Anti-Militants,Sunni,4.0,5.0,,,1.0,,,24.33,75.794,Monday,Monday-September 28-2009,9 SHawwal 1430 A.H,"(32.935,70.6688)",10,2009,0
203,203,204,2009-10-05,<ummalqura.hijri_date.HijriDate object at 0x122cc2518>,Working Day,,12.15 pm,islamabad,33.718,73.0718,capital,WFP office in islamabad F-8/3,Foreigner,High,Closed,,foreigner,Christian,,5.0,3.0,8,1.0,8Kg,,24.935,76.883,Monday,Monday-October 5-2009,16 SHawwal 1430 A.H,"(33.718,73.0718)",10,2009,8
204,204,205,2009-10-09,<ummalqura.hijri_date.HijriDate object at 0x122cc25c0>,Working Day,,12.15 PM,peshawar,34.0043,71.5448,kpk,Khayber Bazar-Peshawar,Market,Low,Open,,Civilian,None,48.0,50.0,148.0,187,1.0,100Kg,Lady Reading Hospital  Peshawar ,25.75,78.35,Friday,Friday-October 9-2009,20 SHawwal 1430 A.H,"(34.0043,71.5448)",10,2009,100
205,205,206,2009-10-12,<ummalqura.hijri_date.HijriDate object at 0x122cc2668>,Working Day,,1:00 PM,shangla,34.8015,72.757,kpk,near police station in Alpuri area of shangla District,Mobile,High,Open,military convoy,Military,None,,41.0,45.0,50,1.0,,Alpuri Hospital ,22.04,71.672,Monday,Monday-October 12-2009,23 SHawwal 1430 A.H,"(34.8015,72.757)",10,2009,0
206,206,207,2009-10-15,<ummalqura.hijri_date.HijriDate object at 0x122cc2710>,Working Day,,8:00am,kohat,33.5833,71.4333,kpk,Kohat Police Station ,Police,High,Closed,,Police,None,11.0,12.0,20.0,24,1.0,100 Kg,Kohat Hospital ,23.25,73.85,Thursday,Thursday-October 15-2009,26 SHawwal 1430 A.H,"(33.5833,71.4333)",10,2009,100
207,207,208,2009-10-15,<ummalqura.hijri_date.HijriDate object at 0x122cc2780>,Working Day,,,lahore,31.5451,74.3407,punjab,FIA Headquarter-Manawan Police training school-elite training school,Police,High,Closed,,Police,None,,18.0,,50,,,,25.22,77.396,Thursday,Thursday-October 15-2009,26 SHawwal 1430 A.H,"(31.5451,74.3407)",10,2009,0
208,208,209,2009-10-16,<ummalqura.hijri_date.HijriDate object at 0x122cc27f0>,Working Day,,2:45:00 PM,peshawar,34.0043,71.5448,kpk,crimes investigation agency (CIA) in Swati gate-near peshawar cantt,Military,High,Closed,,Military,None,14.0,15.0,15.0,24,1.0,70 kg ,Lady Reading Hospital  Peshawar ,23.265,73.877,Friday,Friday-October 16-2009,27 SHawwal 1430 A.H,"(34.0043,71.5448)",10,2009,70
209,209,210,2009-10-20,<ummalqura.hijri_date.HijriDate object at 0x122cc2898>,Working Day,,2:10:00 PM,islamabad,33.718,73.0718,capital,Islamic International University Islamabad ,Educational,Low,Closed,,Civilian,None,5.0,6.0,29.0,40,2.0,16 Kg,,21.895,71.411,Tuesday,Tuesday-October 20-2009,1 Thw al-Qi`dah 1430 A.H,"(33.718,73.0718)",11,2009,16
210,210,211,2009-10-23,<ummalqura.hijri_date.HijriDate object at 0x122cc2940>,Working Day,,7.10 am,attock,33.7645,72.3667,punjab,Kamra chowk-Aeronautical Complex Security Check Post,Military,High,Open,,Military,None,8.0,9.0,13.0,17,1.0,,Govt Hospital Kamra,20.865,69.557,Friday,Friday-October 23-2009,4 Thw al-Qi`dah 1430 A.H,"(33.7645,72.3667)",11,2009,0
211,211,212,2009-10-24,<ummalqura.hijri_date.HijriDate object at 0x122cc29e8>,Working Day,,late night,chakwal,32.9303,72.8556,punjab,checkpost between kalarkahar and lilla interchange-lahore to isb motorway-,Police,High,Open,,police,None,,1.0,,,1.0,,,20.485,68.873,Saturday,Saturday-October 24-2009,5 Thw al-Qi`dah 1430 A.H,"(32.9303,72.8556)",11,2009,0
212,212,213,2009-11-02,<ummalqura.hijri_date.HijriDate object at 0x122cc2a58>,Working Day,,10.40 AM,rawalpindi,33.6058,73.0437,punjab,Outside National Bank Rawalpindi Cantt,Bank,Low,Open,,Civilian,None,35.0,38.0,60.0,65,1.0,15Kg,CMH-Distric headquarter hospital-militry hospital-combined military hospital,20.755,69.359,Monday,Monday-November 2-2009,14 Thw al-Qi`dah 1430 A.H,"(33.6058,73.0437)",11,2009,15
213,213,214,2009-11-02,<ummalqura.hijri_date.HijriDate object at 0x122cc2ac8>,Working Day,,6:40 PM,lahore,31.5451,74.3407,punjab,Checkpost at Babu Sabu Interchange on Lahore Islamabad Motorway,Police,High,Open,,Police,None,,,10.0,25,1.0,10Kg,mian munchi hospital-mayo hospital,21.02,69.836,Monday,Monday-November 2-2009,14 Thw al-Qi`dah 1430 A.H,"(31.5451,74.3407)",11,2009,10
214,214,215,2009-11-08,<ummalqura.hijri_date.HijriDate object at 0x122cc2b38>,Holiday,Weekend,9.30 AM,peshawar,34.0043,71.5448,kpk,Cattle Market in Adezai Village in Peshawar,Market,Low,Open,,Government Official,None,12.0,19.0,35.0,45,1.0,10 Kg,Lady Reading Hospital  Peshawar ,14.74,58.532,Sunday,Sunday-November 8-2009,20 Thw al-Qi`dah 1430 A.H,"(34.0043,71.5448)",11,2009,10
215,215,216,2009-11-09,<ummalqura.hijri_date.HijriDate object at 0x122cc2ba8>,Holiday,Iqbal Day,9.45 AM,peshawar,34.0043,71.5448,kpk,police check post near busy intersection that connects charsadda road and ring road-Faqirabad,Police,High,Open,,Police,None,,3.0,5.0,7,1.0,7Kg ,,15.475,59.855,Monday,Monday-November 9-2009,21 Thw al-Qi`dah 1430 A.H,"(34.0043,71.5448)",11,2009,7
216,216,217,2009-11-10,<ummalqura.hijri_date.HijriDate object at 0x122cc2c18>,Working Day,,4:30 PM,charsadda,34.1509,71.7359,kpk,ghafoor market in charsadda bazar-tangi road Farooq e Azam Chowk,Market,Low,Open,,Civilian,None,32.0,34.0,60.0,100,1.0,60Kg,Lady Reading Hospital  Peshawar ,15.49,59.882,Tuesday,Tuesday-November 10-2009,22 Thw al-Qi`dah 1430 A.H,"(34.1509,71.7359)",11,2009,60
217,217,218,2009-11-13,<ummalqura.hijri_date.HijriDate object at 0x122cc2c88>,Working Day,,6.45 AM,peshawar,34.0043,71.5448,kpk,Military Check point at the entrance of regional HQ ISI,Military,High,Open,,Military,None,10.0,13.0,47.0,70,1.0,400Kg,Lady Reading Hospital-combined military hospital-khyber teaching hospital- Peshawar ,17.425,63.365,Friday,Friday-November 13-2009,25 Thw al-Qi`dah 1430 A.H,"(34.0043,71.5448)",11,2009,400
218,218,219,2009-11-13,<ummalqura.hijri_date.HijriDate object at 0x122cc2cf8>,Working Day,,7.15 am,bannu,32.9861,70.6042,kpk,Bakakhel police station on bannu-miranshah road,Police,High,Closed,,Police,None,7.0,8.0,22.0,29,1.0,200Kg,,10.7,51.26,Friday,Friday-November 13-2009,25 Thw al-Qi`dah 1430 A.H,"(32.9861,70.6042)",11,2009,200
219,219,220,2009-11-14,<ummalqura.hijri_date.HijriDate object at 0x122cc2d68>,Working Day,,4:15 PM,peshawar,34.0043,71.5448,kpk,police check post on Pishtakhara Intersection,Police,High,Open,,Police,None,,12.0,25.0,35,1.0,50-60Kg,1. LRH Peshawar 2. Khyber Teaching 3. Hayatabad Medical ,17.01,62.618,Saturday,Saturday-November 14-2009,26 Thw al-Qi`dah 1430 A.H,"(34.0043,71.5448)",11,2009,60
220,220,221,2009-11-16,<ummalqura.hijri_date.HijriDate object at 0x122cc2da0>,Working Day,,,peshawar,34.0043,71.5448,kpk,check point outside Badbher-police station,Police,High,Open,,Police,None,,3.0,,43,1.0,250Kg,LRH ,14.65,58.37,Monday,Monday-November 16-2009,28 Thw al-Qi`dah 1430 A.H,"(34.0043,71.5448)",11,2009,250
221,221,222,2009-11-19,<ummalqura.hijri_date.HijriDate object at 0x122cc2e10>,Working Day,,10.20 am,peshawar,34.0043,71.5448,kpk,Main Gate of the Judicial Complex on Khyber Road,Government,High,Open,,Government Official,None,20.0,22.0,46.0,50,1.0,10 kg ,Lady Reading Hospital  Peshawar ,15.72,60.29600000000001,Thursday,Thursday-November 19-2009,2 Thw al-Hijjah 1430 A.H,"(34.0043,71.5448)",12,2009,10
222,222,223,2009-12-01,<ummalqura.hijri_date.HijriDate object at 0x122cc2e48>,Working Day,,,swat,35.2227,72.4258,kpk,District Mangora-Tehsil Kabal -Dherai area,Residence,Medium,Closed,,Government Official,None,1.0,2.0,11.0,30,1.0,10 Kg,,13.83,56.894,Tuesday,Tuesday-December 1-2009,14 Thw al-Hijjah 1430 A.H,"(35.2227,72.4258)",12,2009,10
223,223,224,2009-12-02,<ummalqura.hijri_date.HijriDate object at 0x122cc2eb8>,Working Day,,1:30:00 PM,islamabad,33.718,73.0718,capital,Naval Complex,Military,High,Open,,Military,None,,2.0,10.0,18,1.0,12Kg,,15.595,60.07100000000001,Wednesday,Wednesday-December 2-2009,15 Thw al-Hijjah 1430 A.H,"(33.718,73.0718)",12,2009,12
224,224,225,2009-12-04,<ummalqura.hijri_date.HijriDate object at 0x122cc2ef0>,Working Day,,During Friday prayer,rawalpindi,33.6058,73.0437,punjab,Qasim market-Parade Lane Masjid,Religious,Medium,Closed,,Military,None,36.0,40.0,75.0,83,1.0,,1. CMH Rawalpindi 2. DHQ Rawalpindi 3. AFIC      4.MH,16.04,60.872,Friday,Friday-December 4-2009,17 Thw al-Hijjah 1430 A.H,"(33.6058,73.0437)",12,2009,0
225,225,226,2009-12-07,<ummalqura.hijri_date.HijriDate object at 0x122cc2f60>,Working Day,,12:30 PM,peshawar,34.0043,71.5448,kpk,At the Gate of Peshawar Session Court,Government,High,Open,,Government official,None,9.0,11.0,37.0,50,1.0,8Kg,Lady Reading Hospital  Peshawar ,13.765,56.777,Monday,Monday-December 7-2009,20 Thw al-Hijjah 1430 A.H,"(34.0043,71.5448)",12,2009,8
226,226,227,2009-12-07,<ummalqura.hijri_date.HijriDate object at 0x122cc2fd0>,Working Day,,8.42 pm,lahore,31.5451,74.3407,punjab,Moon Market Lahore Allama Iqbal Town,Market,Low,Open,,Civilian,None,38.0,45.0,100.0,135,2.0,,1. Jinnah Hospital 2. Sheikh Zahyad Hospital 3. Mayo Hospital 4.services hospital-5.farooq hospital,13.12,55.61600000000001,Monday,Monday-December 7-2009,21 Thw al-Hijjah 1430 A.H,"(31.5451,74.3407)",12,2009,0
227,227,228,2009-12-08,<ummalqura.hijri_date.HijriDate object at 0x122cc4080>,Working Day,,12.10 PM,multan,30.1886,71.4559,punjab,checkpost near ISI Office building in Qasim Bala area -Multan Cantt,Military,High,Open,,Military,None,8.0,15.0,47.0,61,1.0,1000 Kg,1. CMH 2. Nishtar Hospital ,14.84,58.712,Tuesday,Tuesday-December 8-2009,21 Thw al-Hijjah 1430 A.H,"(30.1886,71.4559)",12,2009,1000
228,228,229,2009-12-15,<ummalqura.hijri_date.HijriDate object at 0x122cc40f0>,Working Day,,2.30 pm,d.g khan,30.05,70.6333,kpk,Khosa market near-house of Zulfiqar ali Khosa,Residence,Medium,Open,,Government Official,None,24.0,33.0,55.0,70,1.0,1000 KG,district headquarters hospitals,16.34,61.412,Tuesday,Tuesday-December 15-2009,28 Thw al-Hijjah 1430 A.H,"(30.05,70.6333)",12,2009,1000
229,229,230,2009-12-17,<ummalqura.hijri_date.HijriDate object at 0x122cc4160>,Working Day,,,bannu,32.9861,70.6042,kpk,Essakhel village-house of Local political leader,Residence,Medium,Closed,,Government Official,None,,0.0,,0,1.0,,,6.315,43.367,Thursday,Thursday-December 17-2009,30 Thw al-Hijjah 1430 A.H,"(32.9861,70.6042)",12,2009,0
230,230,231,2009-12-18,<ummalqura.hijri_date.HijriDate object at 0x122cc4198>,Working Day,,1.30 pm,lower dir,34.8453,71.9046,kpk,mosque on Khursheed police line- civil colony in Timergarah,Religious,Medium,Closed,,Police,None,,12.0,28.0,35,1.0,20 Kg,DHQ Timergara,10.69,51.242,Friday,Friday-December 18-2009,1 MuHarram 1431 A.H. ,"(34.8453,71.9046)",1,2009,20
231,231,232,2009-12-22,<ummalqura.hijri_date.HijriDate object at 0x122cc4208>,Working Day,,11:40 AM,peshawar,34.0043,71.5448,kpk,Main Gate Peshawar Press  Club,Office Building,Low,Closed,,Media,None,1.0,3.0,21.0,24,1.0,10 kg ,Lady Reading Hospital  Peshawar ,13.12,55.61600000000001,Tuesday,Tuesday-December 22-2009,5 MuHarram 1431 A.H,"(34.0043,71.5448)",1,2009,10
232,232,233,2009-12-24,<ummalqura.hijri_date.HijriDate object at 0x122cc4278>,Working Day,,11.57 am,peshawar,34.0043,71.5448,kpk,junction of mall road and Arbab Road-near PIA Building,Police,High,Open,,Government Official,None,4.0,5.0,24.0,25,1.0,10 Kg,Lady Reading Hospital  Peshawar ,13.48,56.264,Thursday,Thursday-December 24-2009,7 MuHarram 1431 A.H,"(34.0043,71.5448)",1,2009,10
233,233,234,2009-12-24,<ummalqura.hijri_date.HijriDate object at 0x122cc42b0>,Working Day,,10.18 pm,islamabad,33.718,73.0718,capital,Majlis in Shakrial-near darbad saein boota,Religious,Medium,Open,Shia Religious Gathering ,Religious,Shiite,,1.0,1.0,4,1.0,,PIMS,12.7,54.86,Thursday,Thursday-December 24-2009,7 MuHarram 1431 A.H,"(33.718,73.0718)",1,2009,0
234,234,235,2009-12-28,<ummalqura.hijri_date.HijriDate object at 0x122cc42e8>,Holiday,Ashura,6.30 pm,muzaffarabad,34.3597,73.4711,ajk,CMH Road-Muzaffarabad,Park/Ground,Medium,Open,Muharram Procession,Religious,Shiite,10.0,15.0,81.0,100,1.0,,,9.525,49.145,Monday,Monday-December 28-2009,11 MuHarram 1431 A.H,"(34.3597,73.4711)",1,2009,0
235,235,236,2010-01-01,<ummalqura.hijri_date.HijriDate object at 0x122cc4358>,Working Day,,5:00:00 PM,lakki marwat,32.6018,70.9148,kpk,Peshawar shah Hasankhel village ground,Park/Ground,Medium,Open,,Civilian,None,88.0,100.0,37.0,100,1.0,250 kg,Near local hospital ,6.805,44.249,Friday,Friday-January 1-2010,15 MuHarram 1431 A.H,"(32.6018,70.9148)",1,2010,250
236,236,237,2010-01-06,<ummalqura.hijri_date.HijriDate object at 0x122cc4400>,Working Day,,6:50:00 AM,sudhanoti,33.706,73.7242,ajk,Military Base in tarar khal town sudhanoti district,Military,High,Open,,Military,None,,4.0,11.0,12,1.0,,CMH Rawala kot,11.39,52.502,Wednesday,Wednesday-January 6-2010,20 MuHarram 1431 A.H,"(33.705999999999996,73.7242)",1,2010,0
237,237,238,2010-01-08,<ummalqura.hijri_date.HijriDate object at 0x122cc4470>,Working Day,,,khyber agency,34.0211,71.2874,kpk,at the gate of the headquarters of the militant group Ansar-ul-Islam in the Tirah area,Religious,Low,Open,Ansar-ul-Islam (AI) Shura,Religious,None,,8.0,,11,1.0,,,11.33,52.394,Friday,Friday-January 8-2010,22 MuHarram 1431 A.H,"(34.0211,71.2874)",1,2010,0
238,238,239,2010-01-08,<ummalqura.hijri_date.HijriDate object at 0x122cc4518>,Working Day,,,peshawar,34.0043,71.5448,kpk,Adezai village in Matni on the outskirts of Peshawar,Police,High,Open ,,Police,None,,0.0,,6,1.0,,,12.075,53.735,Friday,Friday-January 8-2010,22 MuHarram 1431 A.H,"(34.0043,71.5448)",1,2010,0
239,239,240,2010-01-16,<ummalqura.hijri_date.HijriDate object at 0x122cc45c0>,Working Day,,10:00:00 AM/10:15 AM,poonch,33.8243,73.7949,ajk,Dothan village near rawlakot,Mobile,High,Open,,Police,None,,1.0,1.0,2,1.0,600 kg,CMH Rawala kot,12.41,54.338,Saturday,Saturday-January 16-2010,30 MuHarram 1431 A.H,"(33.8243,73.7949)",2,2010,600
240,240,241,2010-01-23,<ummalqura.hijri_date.HijriDate object at 0x122cc4630>,Working Day,,,tank,32.226,70.3761,kpk,gomal police station,Police,High,Open,,Police,None,4.0,5.0,3.0,11,1.0,,,6.015,42.827,Saturday,Saturday-January 23-2010,8 safar 1431 A.H,"(32.226,70.3761)",2,2010,0
241,241,242,2010-01-29,<ummalqura.hijri_date.HijriDate object at 0x122cc46a0>,Working Day,,,bajaur agency,34.8718,71.5249,fata,Bajor agency headquarter (khar town) security check post,Military,High,Open,,Military,None,16.0,17.0,26.0,47,1.0,,District headquarter hospital Timra,6.905,44.429,Friday,Friday-January 29-2010,14 safar 1431 A.H,"(34.8718,71.5249)",2,2010,0
242,242,243,2010-02-10,<ummalqura.hijri_date.HijriDate object at 0x122cc4748>,Working Day,,,khyber agency,34.0211,71.2874,kpk,Jamrud tehsil Khyber agency,Mobile,High,Open,,Military,None,17.0,22.0,6.0,11,1.0,,1.Hayatabad Meical hospital,8.07,46.526,Wednesday,Wednesday-February 10-2010,26 safar 1431 A.H,"(34.0211,71.2874)",2,2010,0
243,243,244,2010-02-11,<ummalqura.hijri_date.HijriDate object at 0x122cc4780>,Working Day,,Maghrib prayers,bannu,32.9861,70.6042,kpk,Bannu police Lines 2-,Police,High,Open,,Police,None,,15.0,25.0,30,2.0,,1.District Headquarter Hospital Bannu  2.Combined Military Hospital,2.32,36.176,Thursday,Thursday-February 11-2010,27 safar 1431 A.H,"(32.9861,70.6042)",2,2010,0
244,244,245,2010-02-18,<ummalqura.hijri_date.HijriDate object at 0x122cc47b8>,Working Day,,,khyber agency,34.0211,71.2874,kpk,LI center near Darss Mosque in akakhel area of Tirah valley,Religious,Medium,Open,Lashkar-e-Islam Commander was the target,Anti-Militants,Sunni,22.0,31.0,30.0,110,1.0,40Kg,Mashte hospital,11.835,53.303,Thursday,Thursday-February 18-2010,4 Raby` al-awal 1431 A.H,"(34.0211,71.2874)",3,2010,40
245,245,246,2010-02-20,<ummalqura.hijri_date.HijriDate object at 0x122cc47f0>,Working Day,,9:30:00 AM,mansehra,34.3333,73.2,kpk,Balakot police station,Police,High,Open,,Police,None,,1.0,4.0,10,2.0,5Kg,1.Manseehra District Headquarters Hospital ,13.74,56.732,Saturday,Saturday-February 20-2010,6 Raby` al-awal 1431 A.H,"(34.3333,73.2)",3,2010,5
246,246,247,2010-02-22,<ummalqura.hijri_date.HijriDate object at 0x122cc4828>,Working Day,,4:20:00 AM,swat,35.2227,72.4258,kpk,Mingora-Nishat Chowk,Mobile,High,Open,attack on security forces vehicle,Military,None,7.0,13.0,37.0,41,1.0,,1.CMH Hospital 2.Seydo Hospital,11.66,52.988,Monday,Monday-February 22-2010,8 Raby` al-awal 1431 A.H,"(35.2227,72.4258)",3,2010,0
247,247,248,2010-02-27,<ummalqura.hijri_date.HijriDate object at 0x122cc4898>,Holiday,Eid Milad un-Nabi,,karak,33.1193,71.0951,kpk,Karak Police Station,Police,High,Open,,Police,None,,4.0,23.0,24,2.0,250Kg,District Headquarter Hospital Karak,11.69,53.042,Saturday,Saturday-February 27-2010,13 Raby` al-awal 1431 A.H,"(33.1193,71.0951)",3,2010,250
248,248,249,2010-03-05,<ummalqura.hijri_date.HijriDate object at 0x122cc48d0>,Working Day,,,hangu,33.5351,71.0713,kpk,Tal parachinar road in the jurisdiction of dandore area of Hangu,Mobile,Low,Open,,Civilian,Shiite,12.0,14.0,30.0,35,1.0, 12 kg,1.CMH Tal Hospital 2.District Headquarters hospital hangu,12.35,54.23,Friday,Friday-March 5-2010,19 Raby` al-awal 1431 A.H,"(33.5351,71.0713)",3,2010,12
249,249,250,2010-03-08,<ummalqura.hijri_date.HijriDate object at 0x122cc4978>,Working Day,,8:20:00 AM,lahore,31.5451,74.3407,punjab,(SIA ) office-model Town area,Office Building,High,Open,,Military,None,13.0,14.0,80.0,100,1.0,600Kg,1.Jinna Hospital 2.General Hosptal 3.shaikh zayed Hospital 4.Ittefaq Hospital,20.46,68.828,Monday,Monday-March 8-2010,22 Raby` al-awal 1431 A.H,"(31.5451,74.3407)",3,2010,600
250,250,251,2010-03-12,<ummalqura.hijri_date.HijriDate object at 0x122cc4a20>,Working Day,,12:45:00 PM,lahore,31.5451,74.3407,punjab,Lahore Cant R.A Bazar Stop,Military,High,Open,,Military,Sunni,43.0,57.0,90.0,100,2.0,12 kg,Children Hospital,23.32,73.976,Friday,Friday-March 12-2010,26 Raby` al-awal 1431 A.H,"(31.5451,74.3407)",3,2010,12
251,251,252,2010-03-13,<ummalqura.hijri_date.HijriDate object at 0x122cc4ac8>,Working Day,,9:15:00 AM,swat,35.2227,72.4258,kpk,District court Checkpost,Police,High,Open,,Police,None,14.0,17.0,52.0,60,1.0,14 kg,1. Judical Complex ,16.365,61.457,Saturday,Saturday-March 13-2010,27 Raby` al-awal 1431 A.H,"(35.2227,72.4258)",3,2010,14
252,252,253,2010-03-29,<ummalqura.hijri_date.HijriDate object at 0x122cc4b38>,Working Day,,,tank,32.226,70.3761,kpk,office of Pro-govt tribal leader-Misbahhuddin mehsud,Government/Office Building,Medium,Closed,,Anti-Militants,Sunni,,2.0,,2,1.0,,,16.64,61.952,Monday,Monday-March 29-2010,13 Raby` al-THaany 1431 A.H.,"(32.226,70.3761)",4,2010,0
253,253,254,2010-03-29,<ummalqura.hijri_date.HijriDate object at 0x122cc4be0>,Working Day,,,bajaur agency,34.8718,71.5249,fata,Lagharai area in Bajaur,Mobile,Low,Open,Leader of anti-militants lashkar,Anti-Militants,Sunni,,2.0,5.0,8,1.0,,Agency headquarter hospital in Khar,19.45,67.01,Monday,Monday-March 29-2010,13 Raby` al-THaany 1431 A.H.,"(34.8718,71.5249)",4,2010,0
254,254,255,2010-04-05,<ummalqura.hijri_date.HijriDate object at 0x122cc4c88>,Working Day,,,peshawar,34.0043,71.5448,kpk,U.S. consulate peshwar,Foreign,High,Open,,foreigner,Christian,6.0,8.0,,0,1.0,,,23.135,73.643,Monday,Monday-April 5-2010,20 Raby` al-THaany 1431 A.H.,"(34.0043,71.5448)",4,2010,0
255,255,256,2010-04-05,<ummalqura.hijri_date.HijriDate object at 0x122cc4d30>,Working Day,,12:00 noon,lower dir,34.8453,71.9046,kpk,ANP rally in Timergara ,Hotel,Medium,Open,,Government Official,None,50.0,56.0,75.0,120,3.0,,1.Lady Reading Hospital 2.Khaber Teaching Hospital,21.1,69.98,Monday,Monday-April 5-2010,20 Raby` al-THaany 1431 A.H.,"(34.8453,71.9046)",4,2010,0
256,256,257,2010-04-16,<ummalqura.hijri_date.HijriDate object at 0x122cc4dd8>,Working Day,,,quetta,30.2095,67.0182,baluchistan,Quetta civil Hospital ,Hospital,Low,Closed,,Government Official,Shiite,,11.0,35.0,40,1.0,15 kg,1.Civil Hospital 2.Bolan Medical Complex 3. CMH,25.14,77.252,Friday,Friday-April 16-2010,2 Jumaada al-awal 1431 A.H,"(30.2095,67.0182)",5,2010,15
257,257,258,2010-04-17,<ummalqura.hijri_date.HijriDate object at 0x122cc4e80>,Working Day,,12:00:00 PM/11:55 AM,kohat,33.5833,71.4333,kpk,IDP camp-kacha Pakha area on Hangu Road Kohat,Park/Ground,Low,Open,,Civilian,None,41.0,44.0,60.0,70,2.0,12 Kg,1.District Headquarter Hospital  2.Liaqat Hospital,28.745,83.741,Saturday,Saturday-April 17-2010,3 Jumaada al-awal 1431 A.H,"(33.5833,71.4333)",5,2010,12
258,258,259,2010-04-18,<ummalqura.hijri_date.HijriDate object at 0x122cc4ef0>,Holiday,Weekend,7:15:00 AM,kohat,33.5833,71.4333,kpk,Kohat Police Station,Police,High,Closed,,Police,None,,7.0,30.0,32,1.0,250 kg,District Headquarter Hospital,26.62,79.916,Sunday,Sunday-April 18-2010,4 Jumaada al-awal 1431 A.H,"(33.5833,71.4333)",5,2010,250
259,259,260,2010-04-19,<ummalqura.hijri_date.HijriDate object at 0x122cc4f98>,Working Day,,12:30:00 PM,peshawar,34.0043,71.5448,kpk,Protest demonstration Qissa Khawani Bazaar,Park/Ground,Low,Open,Jamit-i-Islam members,Anti-Militants,Sunni,23.0,24.0,27.0,49,1.0,8 kg,Lady Reading Hospital,25.96,78.72800000000002,Monday,Monday-April 19-2010,5 Jumaada al-awal 1431 A.H,"(34.0043,71.5448)",5,2010,8
260,260,261,2010-04-28,<ummalqura.hijri_date.HijriDate object at 0x122cc0080>,Working Day,,4:05:00 AM,peshawar,34.0043,71.5448,kpk,Pir Bala Police Check post ,Police,High,Open,,Police,None,4.0,5.0,11.0,14,1.0,300 kg,Lady Reading Hospital,26.47,79.646,Wednesday,Wednesday-April 28-2010,14 Jumaada al-awal 1431 A.H,"(34.0043,71.5448)",5,2010,300
261,261,262,2010-05-01,<ummalqura.hijri_date.HijriDate object at 0x122cc00f0>,Holiday,Labour Day,,swat,35.2227,72.4258,kpk,Sohrab Khan Market town Mingora ,Market,Low,Open,,Civilian,None,3.0,7.0,9.0,16,1.0,15 kg,,23.315,73.967,Saturday,Saturday-May 1-2010,17 Jumaada al-awal 1431 A.H,"(35.2227,72.4258)",5,2010,15
262,262,263,2010-05-02,<ummalqura.hijri_date.HijriDate object at 0x122cc0160>,Holiday,Weekend,,bajaur agency,34.8718,71.5249,fata,Bilalabad area near Khar town,Military,High,Open,,Military,None,,0.0,,0,1.0,,,27.025,80.645,Sunday,Sunday-May 2-2010,18 Jumaada al-awal 1431 A.H,"(34.8718,71.5249)",5,2010,0
263,263,264,2010-05-28,<ummalqura.hijri_date.HijriDate object at 0x122cc0208>,Working Day,,,lahore,31.5451,74.3407,punjab,Model Town and garhi shahu  lahore ,Religious,Medium,Closed,,Civilian,Ahmedi,80.0,95.0,92.0,200,1.0,,,31.495,88.691,Friday,Friday-May 28-2010,14 Jumaada al-THaany 1431 A.H,"(31.5451,74.3407)",6,2010,0
264,264,265,2010-07-01,<ummalqura.hijri_date.HijriDate object at 0x122cc02b0>,Working Day,,10:46:00 PM/11:00 PM,lahore,31.5451,74.3407,punjab,Data Darbar-Lahore,Religious,Medium,Closed,,Civilian,None,40.0,42.0,,175,2.0,20 kg ,1. Mayo Hospital 2. Sir Ganga Ram Hospital  3. Services Hospital ,32.37,90.266,Thursday,Thursday-July 1-2010,19 Rajab 1431 A.H,"(31.5451,74.3407)",7,2010,20
265,265,266,2010-07-09,<ummalqura.hijri_date.HijriDate object at 0x122cc0320>,Working Day,,,mohmand agency,32.9746,70.1456,fata,Yakka Ghund Tehsil of Mohmand Agency,Park/Ground,Low,Open,,Government Official,None,65.0,80.0,104.0,110,2.0,,Lady Reading Hospital Peshwar,26.725,80.105,Friday,Friday-July 9-2010,27 Rajab 1431 A.H,"(32.9746,70.1456)",7,2010,0
